country,year,indicator,value,source,jeu_donnees,source_file,theme,sub_dataset,region,area,network_type
2007,,mobile_subs,5.2,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2008,,mobile_subs,6.1,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2009,,mobile_subs,6.9,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2010,,mobile_subs,7.6,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2011,,mobile_subs,8.6,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2012,,mobile_subs,9.2,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2013,,mobile_subs,9.7,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2014,,mobile_subs,10.1,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2015,,mobile_subs,11.3,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2016,,mobile_subs,12.2,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2017,,mobile_subs,13.5,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2018,,mobile_subs,14.0,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2019,,mobile_subs,14.7,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2020,,mobile_subs,15.6,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2021,,mobile_subs,16.8,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2022,,mobile_subs,17.7,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2023,,mobile_subs,18.6,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2024,,mobile_subs,19.6,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2005,,mobile_subs,3.4,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2006,,mobile_subs,41.7,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2007,,mobile_subs,50.6,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2008,,mobile_subs,59.7,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2009,,mobile_subs,68.0,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2010,,mobile_subs,76.6,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2011,,mobile_subs,84.2,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2012,,mobile_subs,88.5,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2013,,mobile_subs,93.1,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2014,,mobile_subs,96.7,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2015,,mobile_subs,96.1,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2016,,mobile_subs,99.3,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2017,,mobile_subs,101.4,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2018,,mobile_subs,103.1,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2019,,mobile_subs,105.9,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2020,,mobile_subs,104.9,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2021,,mobile_subs,106.7,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2022,,mobile_subs,108.1,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2023,,mobile_subs,109.4,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2024,,mobile_subs,112.1,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2005,,mobile_subs,33.9,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2006,,mobile_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2007,,mobile_subs,4.0,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2008,,mobile_subs,6.3,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2009,,mobile_subs,9.0,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2010,,mobile_subs,11.5,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2011,,mobile_subs,16.9,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2012,,mobile_subs,21.9,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2013,,mobile_subs,27.4,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2014,,mobile_subs,36.8,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2015,,mobile_subs,44.6,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2016,,mobile_subs,51.8,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2017,,mobile_subs,62.5,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2018,,mobile_subs,68.6,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2019,,mobile_subs,74.2,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2020,,mobile_subs,76.7,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2021,,mobile_subs,80.9,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2022,,mobile_subs,85.9,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2023,,mobile_subs,89.9,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2024,,mobile_subs,94.6,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2005,,mobile_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
52.9,,mobile_subs,World,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
67.6,,mobile_subs,World,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
,,mobile_subs,Blank1,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
25.1,,mobile_subs,Africa,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
37.5,,mobile_subs,Africa,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
76.0,,mobile_subs,Americas,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
86.5,,mobile_subs,Americas,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
53.8,,mobile_subs,Arab States,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
69.6,,mobile_subs,Arab States,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
48.3,,mobile_subs,Asia-Pacific,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
66.1,,mobile_subs,Asia-Pacific,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
76.2,,mobile_subs,CIS,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
91.5,,mobile_subs,CIS,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
81.8,,mobile_subs,Europe,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
91.2,,mobile_subs,Europe,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
,,mobile_subs,Blank2,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
17.2,,mobile_subs,Low-income,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
26.5,,mobile_subs,Low-income,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
33.5,,mobile_subs,Lower-middle-income,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
54.0,,mobile_subs,Lower-middle-income,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
64.5,,mobile_subs,Upper-middle-income,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
80.7,,mobile_subs,Upper-middle-income,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
87.5,,mobile_subs,High-income,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
93.4,,mobile_subs,High-income,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
,,mobile_subs,Blank3,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
21.8,,mobile_subs,LDCs,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
35.0,,mobile_subs,LDCs,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
27.5,,mobile_subs,LLDCs,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
39.4,,mobile_subs,LLDCs,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
56.0,,mobile_subs,SIDS,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
64.8,,mobile_subs,SIDS,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
World,,fixed_subs,112.1,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
,,fixed_subs,,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Africa,,fixed_subs,97.5,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Americas,,fixed_subs,114.1,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Arab States,,fixed_subs,103.7,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Asia-Pacific,,fixed_subs,112.4,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
CIS,,fixed_subs,147.1,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Europe,,fixed_subs,125.1,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Low-income,,fixed_subs,71.0,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Lower-middle-income,,fixed_subs,94.5,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Upper-middle-income,,fixed_subs,129.5,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
High-income,,fixed_subs,138.2,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
LDCs,,fixed_subs,89.3,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
LLDCs,,fixed_subs,91.2,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
SIDS,,fixed_subs,97.0,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
2006,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2007,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2008,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2009,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2010,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2011,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2012,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2013,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2014,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2015,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2016,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2017,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2018,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2019,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2020,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2021,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2022,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2023,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2024,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2005,,fixed_subs,Fixed-telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2006,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2007,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2008,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2009,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2010,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2011,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2012,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2013,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2014,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2015,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2016,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2017,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2018,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2019,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2020,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2021,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2022,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2023,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2024,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2005,,fixed_subs,Fixed-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2006,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2007,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2008,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2009,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2010,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2011,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2012,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2013,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2014,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2015,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2016,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2017,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2018,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2019,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2020,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2021,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2022,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2023,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2024,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2005,,fixed_subs,Mobile-cellular telephone subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2006,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2007,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2008,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2009,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2010,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2011,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2012,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2013,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2014,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2015,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2016,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2017,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2018,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2019,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2020,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2021,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2022,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2023,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2024,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2005,,fixed_subs,Active mobile-broadband subscriptions,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
52.9,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
67.6,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
25.1,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
37.5,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
76.0,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
86.5,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
53.8,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
69.6,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
48.3,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
66.1,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
76.2,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
91.5,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
81.8,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
91.2,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
17.2,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
26.5,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
33.5,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
54.0,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
64.5,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
80.7,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
87.5,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
93.4,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
21.8,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
35.0,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
27.5,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
39.4,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
56.0,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
64.8,,fixed_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
World,,broadband_subs,19.6,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
,,broadband_subs,,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Africa,,broadband_subs,0.9,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Americas,,broadband_subs,26.6,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Arab States,,broadband_subs,12.5,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Asia-Pacific,,broadband_subs,20.8,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
CIS,,broadband_subs,25.3,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Europe,,broadband_subs,37.2,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Low-income,,broadband_subs,0.5,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Lower-middle-income,,broadband_subs,4.8,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
